text,is_antisemitic,prediction,original_index,ID,CreateDate,Username,description,keyword,original_text,error_type
There never is when the zionazi gangsters run the show.  He was smuggled out in a wheelchair and taken away by  ambulance.,1,1,999,1215627974281613312,2020-01-10 13:34:29+00:00,kiwianna111,"The text uses the term 'zionazi gangsters' which combines 'Zionist' with 'Nazi', constituting a comparison of contemporary Israeli policy/supporters to Nazis. This falls under IHRA guideline 2.1.10 which identifies 'drawing comparisons of contemporary Israeli policy to that of the Nazis' as antisemitic.",ZioNazi,@mojos55 There never is when the zionazi gangsters run the show.  He was smuggled out in a wheelchair and taken away by  ambulance.,true_positive
You are jiving B/C the Zionazis have ordered you to smear Muslims.,1,1,952,1138400229827448833,2019-06-11 10:58:59+00:00,TheAesculapius,"The text uses the term 'Zionazis' which is a portmanteau combining 'Zionist' and 'Nazi', constituting a comparison of contemporary Israeli/Zionist policy to that of the Nazis. This falls under guideline 2.1.10 which explicitly identifies 'Drawing comparisons of contemporary Israeli policy to that of the Nazis' as antisemitic.",ZioNazi,@EddieDonovan You are jiving B/C the Zionazis have ordered you to smear Muslims.,true_positive
"The only people I see speaking out about the Jewish man being stabbed are Jews , no one else . The only people posting about the France protest , that turned into an anti Semitic protest saying “dirty jews” are jews , no one else.",0,0,532,1281759425359798272,2020-07-11 01:17:15+00:00,searchfeast,"The text criticizes the lack of broader public response to antisemitic incidents, specifically mentioning a stabbing of a Jewish man and antisemitic chants at a protest. The text does not express hatred toward Jews or employ antisemitic stereotypes, but rather appears to be lamenting insufficient solidarity against antisemitism.",Jews,"The only people I see speaking out about the Jewish man being stabbed are Jews , no one else . The only people posting about the France protest , that turned into an anti Semitic protest saying “dirty jews” are jews , no one else.",true_negative
"...says the man who hung around and thrived in the company of jews who considered themselves, ""god's chosen people"" and generally superior to everyone else. you seem to have missed the fact that jews think it's alright to exploit anyone because of this one thing",1,1,323,1136541416228773888,2019-06-06 07:52:44+00:00,lightbluegreen1,"The text contains stereotypical allegations about Jews as a collective, claiming they consider themselves superior and that they think it's acceptable to exploit others. This falls under guideline 2.1.2 which identifies 'stereotypical allegations about Jews as such or the power of Jews as collective' as antisemitic manifestations.",Jews,"@Ram_Guha ...says the man who hung around and thrived in the company of jews who considered themselves, ""god's chosen people"" and generally superior to everyone else. you seem to have missed the fact that jews think it's alright to exploit anyone because of this one thing",true_positive
"but we preach Christ crucified: a stumbling block to Jews and foolishness to Gentiles,\n\n1 Corinthians 1:23 NIV\n✝️🙏😇✝️",0,0,666,1295371698435325952,2020-08-17 14:47:34+00:00,Zafar50756332,"This is a direct biblical quotation from 1 Corinthians 1:23 with religious emojis. While it mentions Jews in a religious context, it is presenting Christian theological doctrine about the crucifixion rather than making antisemitic allegations, stereotypes, or expressing hatred toward Jews.",Jews,"but we preach Christ crucified: a stumbling block to Jews and foolishness to Gentiles,\n\n1 Corinthians 1:23 NIV\n✝️🙏😇✝️",true_negative
"The Jews are the ones who kill him, and they incite the killing of children, women, youth, and the elderly.",1,1,1231,1219916116203577344,2020-01-22 09:34:01+00:00,3qWc4UBNemhCoxo,"The text makes mendacious and demonizing allegations about Jews as a collective, accusing them of killing and inciting violence against innocent people including children, women, youth, and elderly. This falls under guideline 2.1.2 which identifies stereotypical allegations about Jews as a group as antisemitic.",Jews,"The Jews are the ones who kill him, and they incite the killing of children, women, youth, and the elderly.",true_positive
"For those who don�t understand why it�s a huge deal  got the UAE &amp; Israel to agree to peace:  � UAE didn�t acknowledge Israel existed � The UAE didn�t allow Israeli citizens or ""SUSPECTED"" Israelis to enter the UAE � They had no direct flights � No trade",0,0,1075,1294043065800417281,2020-08-13 22:48:03+00:00,SharonZeggert,"The text discusses diplomatic achievements regarding UAE-Israel peace agreements, presenting factual information about previous restrictions and diplomatic progress. It does not contain hatred toward Jews, antisemitic stereotypes, or any of the manifestations outlined in the IHRA definition.",Israel,"For those who don�t understand why it�s a huge deal @realDonaldTrump got the UAE &amp; Israel to agree to peace:  � UAE didn�t acknowledge Israel existed � The UAE didn�t allow Israeli citizens or ""SUSPECTED"" Israelis to enter the UAE � They had no direct flights � No trade",true_negative
"Nazis killed 6 mil Jews. Islamic invaders including Mughals killed 100 mil Hindus. After WW2 Germany destroyed all Nazi Symbols including #hakenkreuz on every grave. In India, genocide of Hindus is celebrated as History &amp; we are taught how great our killers were!",0,0,1381,1263682260768681986,2020-05-22 04:05:03+00:00,bhatt_anubhav,"The text acknowledges the Holocaust and states that 6 million Jews were killed by Nazis, which aligns with historical facts rather than denying them. While the text makes comparative claims about other historical events, it does not express hatred toward Jews, employ antisemitic stereotypes, or target Jewish individuals or institutions.",Jews,"Nazis killed 6 mil Jews. Islamic invaders including Mughals killed 100 mil Hindus. After WW2 Germany destroyed all Nazi Symbols including #hakenkreuz on every grave. In India, genocide of Hindus is celebrated as History &amp; we are taught how great our killers were! @Global_Musings",true_negative
"Warning. Every land that rid if its Jews w/persecution, secularization/conversion, threats, exile, genocide destroyed itself. Because as we know the toxin was never us - but those blaming us for society's failures. The toxin was these failures- &amp; antisemitism their manifestation.",0,0,1295,1223779260609040385,2020-02-02 01:24:47+00:00,Avraham_Yisrael,"This text does not express antisemitism but rather defends Jews against antisemitic persecution. The author argues that societies that persecuted Jews ultimately harmed themselves, and explicitly states that Jews were not 'the toxin' but rather that antisemitism itself was the manifestation of societal failures.",Jews,"Warning. Every land that rid if its Jews w/persecution, secularization/conversion, threats, exile, genocide destroyed itself. Because as we know the toxin was never us - but those blaming us for society's failures. The toxin was these failures- &amp; antisemitism their manifestation.",true_negative
"Look, every Arab &amp; Muslim state could establish ties w/ Israel. Heck the Saudis could put their embassy in Jerusalem. None of that changes fact that Israel rules over millions of people who have no right to vote. No photo ops will negate that Apartheid. Only equality will.",1,1,1058,1294250370949156866,2020-08-14 12:31:49+00:00,ltwavezzz,"The text claims that Israel is an 'Apartheid' state, which according to the IHRA definition constitutes denying the Jewish people their right to self-determination by characterizing the State of Israel as inherently racist. This falls under guideline 2.1.7 as claiming the existence of Israel is a racist endeavor.",Israel,"Look, every Arab &amp; Muslim state could establish ties w/ Israel. Heck the Saudis could put their embassy in Jerusalem. None of that changes fact that Israel rules over millions of people who have no right to vote. No photo ops will negate that Apartheid. Only equality will.",true_positive
"Fear of the crosses, fear of Jawi, fear of the transgenders, fear of the tudung, fear of the serban, fear of the Jews, fear of pluralism, fear of babi.  Nothing can be achieved when the society remains chained by irrational fears. We need to break these chains &amp; free ourselves.",0,0,1269,1213239672169611264,2020-01-03 23:24:13+00:00,aishorff,"The text lists 'fear of the Jews' alongside other fears as irrational societal problems that need to be overcome. This is not expressing hatred toward Jews or employing antisemitic stereotypes, but rather advocating against prejudice and for pluralism and tolerance.",Jews,"Fear of the crosses, fear of Jawi, fear of the transgenders, fear of the tudung, fear of the serban, fear of the Jews, fear of pluralism, fear of babi.  Nothing can be achieved when the society remains chained by irrational fears. We need to break these chains &amp; free ourselves.",true_negative
